0.2,10,1
0.46,0,1429
1.33,0,38
2.58,5,2290
10.89,3,5
12.72,0,410
13.21,1,10
17.76,6,100
18.72,3,8
28.54,6,10
38.69,5,2675
40.44,0,1600
43.21,3,1
44.67,4,698
46.88,4,347
47.92,3,5
53.98,10,1
54.68,6,10
54.8,1,50
56.09,6,100
60.14,8,100
69.17,5,605
72.01,4,2028
72.01,1,10
72.3,6,100
77.35,1,50
79.63,8,20
84.77,4,2411
87.39,10,1
88.88,3,4
100.48,2,1904550
103.52,2,498344
105.07,0,1420
106.13,9,733,124
111.08,2,1103295
111.33,0,1257
118.98,3,6
120.15,6,100
120.72,5,2500
124.37,6,50
124.45,4,1341
130.34,1,10
130.96,3,3
133.57,0,602
135.16,6,20
135.56,2,1779783
135.66,0,460
136.74,9,2545,124
148.44,3,3
149.58,2,1427269
